SKU,Comments
WCGSGD,"Standalone — no extra item"
WCGSGR,"Standalone — no extra item"
WCGSGY,"Standalone — no extra item"
WCGSRE,"Standalone — no extra item"
WCGSWH,"Standalone — no extra item"
WCGSYE,"Standalone — no extra item"
WCHEBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM), E27 Black Tin Holder PVC 2 Core (PHTT1PBR5BM) and ST64 E27 Filament Edison Light Bulb (ICST64E27) — not on LEDSone, Vintagelite listing"
WCHNBM,"Combined with Black Ceiling Rose 108mm Vintage Front screw (CRFF108BM) and E27 Wall Sconce Black Swan Neck Switch (WSTR135BM) (3 combos)"
WCIR300BM,"Standalone — no extra item"
WCIRFS300BM,"Standalone — no extra item"
WCJRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and E27 Black Tin Holder PVC 2 Core (PHTT1PBR5BM)"
WCLBHE,"Standalone — no extra item"
WCLCBB,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCBC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCBM,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCLCCH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCFG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCGD,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCRE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCRO,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCRR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLCWH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCLDBB,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCLDBM,"Standalone — no extra item"
WCLEBM,"Standalone — no extra item"
WCLNBM,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WCLOBB,"Standalone — no extra item"
WCLOBM,"Standalone — no extra item"
WCLRBM,"Standalone — no extra item"
WCLSBM,"Standalone — no extra item"
WCLTBM,"Standalone — no extra item"
WCMSBC,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCMSBM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCMVBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and E27 Black Tin Holder PVC 2 Core (PHTT1PBR5BM) (7 combos)"
WCNBBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and E27 Black Tin Holder PVC 2 Core (PHTT1PBRBM) — not on LEDSone, Vintagelite listing"
WCNBRO,"Combined with Black Vintage Ceiling Rose (CRSF100BM), E27 Black Tin Holder PVC 2 Core (PHTT1PBRBM) and ST64 E27 Filament Edison Light Bulb (ICST64E27) — not on LEDSone, Vintagelite listing"
WCNBWH,"Not listed on Shopify"
WCNCBC,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WCNCBM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCBS,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCCH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCFG,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCGD,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCRE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCRO,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCWH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNCYE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNDBB,"Combined with Green Brass Vintage Ceiling Rose (CRSF100GB) and E27 Pendant Holder Fabric Flex Green Brass (PHTT1PGRGB) (2 combos)"
WCNDBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and 20mm Pendant Light Fitting Black (PHRB1PBRPB) (2 combos) — not on LEDSone, Vintagelite listing"
WCNIBR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCNRBM,"Not listed on Shopify"
WCNSBM,"Not listed on Shopify"
WCNZBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and E27 Black Tin Holder PVC 2 Core (PHTT1PBRBM)"
WCOSBM,"Not listed on Shopify"
WCPC170GR,"Standalone — no extra item"
WCPC170GY,"Standalone — no extra item"
WCPC170YE,"Standalone — no extra item"
WCPC210GR,"Standalone — no extra item"
WCPC210GY,"Standalone — no extra item"
WCPC210YE,"Standalone — no extra item"
WCPC220GR,"Standalone — no extra item"
WCPC220GY,"Standalone — no extra item"
WCPC220YE,"Standalone — no extra item"
WCRN3CBM,"Sold as 2 Pack, combined with 50cm Length Ceiling Rose (CRFF4002BM)"
WCRNBM,"Sold as 2 Pack, combined with 50cm Length Ceiling Rose (CRFF4002BM)"
WCRPHE,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCRTBR,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCRWBL,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH) (11 combos)"
WCRWBM,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH) (12 combos)"
WCRWCR,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH) (10 combos)"
WCRWGR,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH) (13 combos)"
WCRWRE,"Combined with 2 Outlet Chrome Easy Fit Ceiling Rose (CRSF1202CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH2PK) (13 combos)"
WCRWWH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH) (12 combos)"
WCRWYE,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and E27 Pendant Holder with Shade Clip (PHUM1PCRCH) (12 combos)"
WCSC1BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
WCSCBM,"Standalone — no extra item"
WCSDBM,"Not listed on Shopify"
WCSLBM,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCSLRO,"Standalone — no extra item"
WCSN1BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
WCSN2BM,"Not listed on Shopify"
WCSNBM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WCSNRO,"Standalone — no extra item"
WCSPROBM,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCSPROCO,"Combined with Single Pendant Light Fitting (PHUH1HETBM)"
WCSQBW,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCSRBC,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCSRBM,"Standalone — no extra item"
WCSRRR,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCSTBM,"Standalone — no extra item"
WCTBBB,"Standalone — no extra item"
WCTBBC,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WCTBBM,"Standalone — no extra item"
WCTBBS,"Standalone — no extra item"
WCTBRR,"Standalone — no extra item"
WCTC1BM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
WCTCBM,"Standalone — no extra item"
WCVCBC,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WCVCBM,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WCVCBS,"Standalone — no extra item"
WCVCRE,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
WCVCRR,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WCVCWH,"Combined with Universal Reducer Plate E27 to B22 (RPR44WH)"
WCWBBM,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCWDBM,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCWDCH,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCWDRO,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCWODSBM,"Standalone — no extra item"
WCWODV1BM,"Standalone — no extra item"
WCWODVBM,"Standalone — no extra item"
WCWOSPBM,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
WCWVBM,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WCWYBB,"Standalone — no extra item"
WCWYBC,"Standalone — no extra item"
WCWYBM,"Standalone — no extra item"
WCWYRE,"Standalone — no extra item"
WCWYRR,"Standalone — no extra item"
WCYG120BBM,"Not listed on Shopify"
WLCASN3EG,"Standalone — no extra item"
WLCASN4PB,"Standalone — no extra item"
WLCASN5PB,"Standalone — no extra item"
WLCASNCQG,"Standalone — no extra item"
WLGLCPCO,"Standalone — no extra item — not on LEDSone, Vintagelite listing"
WLGLCPSC,"Standalone — no extra item"
WLGLDSCH,"Standalone — no extra item"
WLGLDSYB,"Standalone — no extra item"
WLGLLBCH,"Standalone — no extra item"
WLGLLBCO,"Standalone — no extra item"
WLGLSBCH,"Standalone — no extra item"
WLGLSBCO,"Standalone — no extra item"
WLGLWMCO,"Standalone — no extra item"
WLGLWMSC,"Standalone — no extra item"
WSCW350GH,"Not listed on Shopify"
WSCWBF,"Standalone — no extra item"
WSCWFG,"Not listed on Shopify"
WSCWGG,"Standalone — no extra item"
PHAH2RBMBM,"Standalone — no extra item"
PHAH2RCHBW,"Standalone — no extra item"
PHAH2RGBGD,"Standalone — no extra item"
PHAH2RYBGD,"Standalone — no extra item"
PHBA1BMRBM,"Combined with Chain with ceiling rose (PHCT1BMRBM) and Easy Fit Dome Lampshade Metal E27 (LSDO300BI) (40 combos)"
PHBAF1BMRBM,"Combined with Round Black Lampshade (LSYG410BM)"
PHBH1BMRBM,"Standalone — no extra item"
PHBH1BRTCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHBH1BRTYB,"Standalone — no extra item"
PHBH1GDTYB,"Combined with Yellow Brass Vintage Ceiling Rose (CRSF100YB)"
PHBK1PBRBA,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHBK1PBRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHBK1PBRFG,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100FG)"
PHBK1PBRRO,"Combined with Rose Gold Easy Fit Ceiling Rose (CRSF120RO)"
PHBK1PCRCH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH)"
PHBK1PCRSN,"Combined with Satin Nickel Vintage Ceiling Rose (CRSF100SN)"
PHBK1PWRWH,"Combined with 1 Outlet White Easy Fit Ceiling Rose (CRSF120WH)"
PHBL1PBRBM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHBL2PBRBM,"Sold as 3 Pack, combined with Multi-outlet ceiling rose 3-way Black (CRSF2003BM) — not on LEDSone, LEDSone US listing (not in pounds)"
PHBR1BMRBM,"Standalone — no extra item"
PHCD1PBR3WH,"Standalone — no extra item"
PHCD1PBRBM,"Combined with Black Gloss Metal Lampshade (LSMS320BI) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHCD1PBRBW,"Combined with Easy Fit Curvy Metal Lampshade Black Inner (LSCY290BI)"
PHCD1PBRWH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHCGF1BMRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHCH1BMRBM,"Combined with 1 Outlet Black Easy Fit Ceiling Rose (CRSF120BM) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHCH1BRRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO) and Easy Fit Curvy Metal Lampshade (LSCY290CO) (2 combos)"
PHCH1F120RBM,"Not listed on Shopify"
PHCH1FBRBM,"Combined with 21cm Curvy Black Lampshade (LSCY210BM)"
PHCH1GDRGB,"Combined with LED Soft Neon Filament Lamp (LQK)"
PHCH1PBRAA,"Combined with Army Cama Side fitting Ceiling Rose (CRSF100AA) and Easy Fit Curvy Metal Lampshade (LSCY290AA) (3 combos) — not on LEDSone, Vintagelite listing"
PHCH1PBRBB,"Combined with Brushed Brass Vintage Ceiling Rose (CRSF100BB)"
PHCH1PBRBC,"Standalone — no extra item"
PHCH1PBRBS,"Combined with Industrial Ceiling Rose 120mm Brushed Silver (CRSF120BS)"
PHCH1PBRCY,"Combined with Clay Side fitting Ceiling Rose (CRSF100CY) and Easy Fit Curvy Metal Lampshade (LSCY290CY) (4 combos) — not on LEDSone, Vintagelite listing"
PHCH1PBRGC,"Combined with Green Cama Side fitting Ceiling Rose (CRSF100GC) and Easy Fit Curvy Metal Lampshade (LSCY290GC) (4 combos) — not on LEDSone, Vintagelite listing"
PHCH1PBRRR,"Standalone — no extra item"
PHCH1PBRSBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Easy Fit E27 15cm Light Shade Black (LSHQ150BM) (43 combos)"
PHCH1PCTSBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHCH1PCTSDG,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHCH1PCTSGY,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHCH1PCTSRE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHCH1PCTSYE,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHCH1PWRSBD,"Combined with Cyan Blue Vintage Ceiling Rose (CRSF100BD)"
PHCH1PWRSBL,"Combined with Blue Vintage Ceiling Rose (CRSF100BL)"
PHCH1PWRSGR,"Combined with Green Vintage Ceiling Rose (CRSF100GR)"
PHCH1PWRSGY,"Combined with Grey Vintage Ceiling Rose (CRSF100GY)"
PHCH1PWRSOR,"Combined with Orange Vintage Ceiling Rose (CRSF100OR)"
PHCH1PWRSPI,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100PI)"
PHCH1PWRSRE,"Combined with Red Vintage Ceiling Rose (CRSF100RE)"
PHCH1PWRSWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHCH1PWRSYE,"Combined with Yellow Vintage Ceiling Rose (CRSF100YE)"
PHCH2BMRBM,"Sold as 3 Pack, combined with Multi-outlet ceiling rose 3-way Black (CRSF2003BM)"
PHCHPBRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHCHPBRGB,"Combined with Green Brass Vintage Ceiling Rose (CRSF100GB)"
PHCHPBRRO,"Combined with Rose Gold Vintage Ceiling Rose (CRSF100RO)"
PHCHPCRCH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH)"
PHCHPCRSN,"Combined with Satin Nickel Vintage Ceiling Rose (CRSF100SN)"
PHCHPCRYB,"Combined with Yellow Brass Vintage Ceiling Rose (CRSF100YB)"
PHCI1PBR3WH,"Standalone — no extra item"
PHCN1AGRGB,"Combined with Green Brass Ceiling Rose 108mm Vintage (CRFF108GB)"
PHCN1GDRYB,"Combined with Yellow Brass Ceiling Rose Hook Plate (CRFF108YB)"
PHCN1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHCN1PBRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO)"
PHCN1PBRRO,"Combined with Rose Gold Vintage Ceiling Rose (CRSF100RO)"
PHCN1PBRYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHCN1PCRSN,"Combined with Satin Nickel Vintage Ceiling Rose (CRSF100SN)"
PHCN1PWRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHCW1PBRWO,"Combined with 100mm Ceiling Rose Granite stone (CRSF100GN) and 29cm Black inner white shade (LSCY290DBM)"
PHDC1PBRBX,"Standalone — no extra item"
PHDH1HETHE,"Standalone — no extra item"
PHDO1PBRBM,"Combined with Chain with ceiling rose (PHCT1BMRBM) and LSCY290CH (67 combos)"
PHDO1PWRWH,"Combined with White Chain with ceiling rose (PHCT1WHRWH) and Easy Fit Curvy Metal Lampshade (LSCY290RR) (22 combos)"
PHFH1PBRGS,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Brushed Brass Metal Shade (LSUL220BB) (20 combos)"
PHFHT1PBRBM,"Not listed on Shopify"
PHFMHT1BRBM,"Sold as 3 Pack, combined with 3 Outlet Black Easy Fit Ceiling Rose (CRSF1203BM)"
PHFMHT2BRBM,"Sold as 3 Pack, combined with 3 Outlet Black Easy Fit Ceiling Rose (CRSF1203BM)"
PHFMHT4BRBM,"Not listed on Shopify"
PHFMSH2BRBM,"Not listed on Shopify"
PHFMSH2BRYB,"Standalone — no extra item"
PHFMSH4BRYB,"Not listed on Shopify"
PHFMTT15BRBM,"Sold as 3 Pack, combined with 3 Outlet Black Easy Fit Ceiling Rose (CRSF1203BM)"
PHFSH1PBRBM,"Combined with Dark Blue Gloss Metal Lampshade (LSMS320CB) — not on LEDSone, Dcvoltage listing"
PHGP1PBRBM,"Standalone — no extra item"
PHHA1PBRYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHHC1BMRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHHC1BMRYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHHCF1BMRBM,"Standalone — no extra item"
PHHCF1BMRYB,"Standalone — no extra item"
PHHF1PBRBC,"Combined with Brushed Copper Vintage Ceiling Rose (CRSF100BC) and 16x12cm Brushed Copper Dome Lampshade (LSHQ160BC) (3 combos)"
PHHF1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and 16x12cm Black Metal Dome Lampshade (LSHQ160BM) (3 combos)"
PHHF1PBRBS,"Combined with Brushed Silver Vintage Ceiling Rose (CRSF100BS) and 16x12cm Brushed Silver Dome Lampshade (LSHQ160BS) (3 combos)"
PHHH1AGTGB,"Standalone — no extra item"
PHHH1BRTYB,"Not listed on Shopify"
PHHN1PBRCO,"Combined with Multi-outlet ceiling rose 3-way Black (CRSF2003BM) and Dome Black White Inner 21cm Lampshade (LSDO210BI3PK) (6 combos)"
PHHN1PBRGD,"Combined with Black Gold Line Single Outlet Ceiling Rose (CRFF140GL) and Black Golden Edge Cone Lamp Shade (LSFT220GS) (32 combos)"
PHHR1BMTBM,"Standalone — no extra item"
PHHR1BRTBR,"Standalone — no extra item"
PHHR1BRTRE,"Standalone — no extra item"
PHHR1DSTHE,"Standalone — no extra item"
PHHR1HETHE,"Standalone — no extra item"
PHHR1YETYE,"Standalone — no extra item"
PHHR2HETHE,"Standalone — no extra item"
PHHR3DSTHE,"Standalone — no extra item"
PHHRE1HETHE,"Sold as 3 Pack, combined with Black Metal Ceiling Rose Square 500mm (CRFF500BM)"
PHHRE2HETHE,"Sold as 3 Pack, combined with Black Metal Ceiling Rose Square 500mm (CRFF500BM)"
PHHS1PBRBC,"Combined with Brushed Copper Vintage Ceiling Rose (CRSF100BC) and Retro Vintage Pendant Light Shade (LSLT360BC)"
PHHS1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHHS1PBRBS,"Combined with Brushed Silver Vintage Ceiling Rose (CRSF100BS) and Retro Dome Pendant Lamp Shade (LSLT360BS) (3 combos)"
PHHS1PBRRR,"Combined with Rustic Red Vintage Ceiling Rose (CRSF100RR) and Big Top Rustic Red Lampshade (LSLT360RR) (3 combos)"
PHHS1PWRBL,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Easy Fit Dome Lampshade Metal E27 (LSDO400CB) (2 combos) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHHS1PWRBT,"Combined with Blue Vintage Ceiling Rose (CRSF100BL)"
PHHS1PWRGY,"Combined with Grey Vintage Ceiling Rose (CRSF100GY)"
PHHS1PWROR,"Combined with Orange Vintage Ceiling Rose (CRSF100OR)"
PHHS1PWRRE,"Combined with Red Vintage Ceiling Rose (CRSF100RE)"
PHHS1PWRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHHS1PWRYE,"Combined with Yellow Vintage Ceiling Rose (CRSF100YE) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHHT1FBRBM,"Combined with White Gloss Metal Lampshade (LSMS320WH) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHHT1PBRBC,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHHT1PBRBM,"Standalone — no extra item"
PHHT1PBRBS,"Combined with Brushed Silver Vintage Ceiling Rose (CRSF100BS) and Industrial Loft Pendant Shade (LSSS300BS) (4 combos) — not on LEDSone, LEDSone DE listing (not in pounds)"
PHHT1PBRCH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHHT1PBRFG,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHHT1PBRGB,"Combined with Brushed Brass Vintage Ceiling Rose (CRSF100BB) and 30cm Long Wire Bulb Cage (WCLDBB) (9 combos)"
PHHT1PBRGD,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and WCBNGD-IDE (11 combos)"
PHHT1PBRGR,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHHT1PBRPI,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHHT1PBRRO,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHHT1PBRRR,"Standalone — no extra item"
PHHT1PBRWH,"Combined with White Vintage Ceiling Rose (CRSF100WH)"
PHHT1PBRYB,"Combined with Yellow Brass Vintage Ceiling Rose (CRSF100YB) and LSRP260YB (5 combos)"
PHHT1PCRCH,"Combined with Chrome Vintage Ceiling Rose (CRSF100CH) and Diamond Chrome Wire cage (WCWDCH) (11 combos)"
PHHT1PWRBT,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Light Blue Gloss Metal Lampshade (LSMS320BT) (4 combos)"
PHHT1PWRGY,"Combined with Grey Vintage Ceiling Rose (CRSF100GY)"
PHHT1PWRPI,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100PI)"
PHHT1PWRWH,"Standalone — no extra item"
PHHT1PWRYE,"Combined with White Vintage Ceiling Rose (CRSF100WH) and Yellow Gloss Metal Lampshade (LSMS320YE) (4 combos)"
PHHT2PBRBM,"Standalone — no extra item — not on LEDSone, LEDSone DE listing (not in pounds)"
PHIH1PBRCO,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF125BM) and Table lamp White wood (TPWDWO) (13 combos)"
PHIH1PBRYB,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF125BM) and Table lamp White wood (TPWDWO) (6 combos)"
PHLH1AGTGB,"Combined with Green Brass Front fitting Ceiling Rose (CRFF100GB) and E27 Screw 40W ST64 Filament Edison Light Bulb (ICST64E2740)"
PHMF1PBRBM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHMF1PBRWH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHMF1PBRYB,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHMH1HERCO,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHMH1HERYB,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHMU1PBRCH,"Combined with 3 Outlet Chrome Ceiling Rose (CRFF500CH) and Metal Ceiling Light Chrome Shade (LSDM220CH3PK) (5 combos)"
PHMU1PBRCO,"Combined with Copper Vintage Ceiling Rose (CRSF100CO) and Dome Brushed Copper 21cm Lampshade (LSDO210BC) (10 combos)"
PHMU1PBRFG,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100FG) and French Gold Easy Fit Cone Lampshade (LSFT220FG) (5 combos)"
PHMU1PBRGB,"Combined with Multi-outlet ceiling rose 3-way Green Brass (CRSF2003GB) and Metal Ceiling Light Green Brass Shade (LSDM220GB3PK) (4 combos)"
PHMU1PBRGS,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Dome Black Gold Inner 21cm Lampshade (LSDO210BG) (17 combos)"
PHMU1PBRRO,"Combined with Rose Gold Vintage Ceiling Rose (CRSF100RO) and 180mm flat lantern rose gold cage (WCFL180RO) (7 combos)"
PHMU1PBRSN,"Combined with Satin Nickel Vintage Ceiling Rose (CRSF100SN) and Dome Brushed Silver 21cm Lampshade (LSDO210BS) (8 combos)"
PHMU1PBRYB,"Combined with Black Metal Ceiling Rose Square 500mm (CRFF500BM) and Metal Ceiling Light Yellow Brass Shade (LSDM220YB3PK) (8 combos)"
PHNH1AGRGB,"Combined with Green Brass Vintage Ceiling Rose (CRSF100GB)"
PHNW1RBC,"Combined with Brushed Copper Vintage Ceiling Rose (CRSF100BC)"
PHNW1RBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHNW1RBS,"Combined with Brushed Silver Vintage Ceiling Rose (CRSF100BS)"
PHNW1RRR,"Combined with Black Vintage Ceiling Rose (CRSF100BM)"
PHNW2RBC,"Sold as 3 Pack, combined with Black Metal Ceiling Rose Square 500mm (CRFF500BM) — not on LEDSone, Relicelectrical listing (not in pounds)"
PHNW2RBM,"Sold as 3 Pack, combined with Black Metal Ceiling Rose Square 500mm (CRFF500BM) — not on LEDSone, Relicelectrical listing (not in pounds)"
PHNW2RBS,"Combined with 2 Outlet Black Easy Fit Ceiling Rose (CRSF1202BM) and Retro Industrial Ceiling Hook (SPUPBM2PK) (5 combos)"
PHNW2RRR,"Combined with 1 Outlet Black Easy Fit Ceiling Rose (CRSF120BM) and Retro Industrial Ceiling Hook (SPUPBM) (11 combos)"
PHOP1PBRBB,"Combined with Brushed Brass Vintage Ceiling Rose (CRSF100BB) and Dome Brushed Brass 21cm Lampshade (LSDO210BB) (5 combos)"
PHOP1PBRBC,"Combined with Brushed Copper Vintage Ceiling Rose (CRSF100BC) and Small Top Brushed Copper Lampshade (LSTL260BC) (6 combos)"
PHOP1PBRBM,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and LSDO300BM (38 combos)"
PHOP1PBRBS,"Combined with Brushed Silver Vintage Ceiling Rose (CRSF100BS) and Small Top Brushed Silver Lampshade (LSTL260BS) (7 combos)"
PHOP1PBRRR,"Combined with Rustic Red Vintage Ceiling Rose (CRSF100RR) and Small Top Rustic Red Lampshade (LSTL260RR) (5 combos)"
PHPO1PBRBM,"Standalone — no extra item"
PHPV1HERBM,"Combined with Vintage Ceiling Rose With Cord Grip (CRSF100PS)"
PHQL1AGRGB,"Not listed on Shopify"
PHQL1BMRBM,"Not listed on Shopify"
PHQL1BRRCO,"Not listed on Shopify"
PHQL1GDRYB,"Not listed on Shopify"
PHRB1PBR10BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR25BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR30BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR35BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR40BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR45BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR50BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR55BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBR5BM,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PBRPB,"Combined with Black Vintage Ceiling Rose (CRSF100BM) and Dot Pattern Lampshade (LSDT130BM) (20 combos)"
PHRB1PBRWH,"Combined with Light Green Vintage Ceiling Rose (CRSF100LG) and Industrial Metal Ceiling Green Shade (LSWE315GR) (25 combos)"
PHRB1PWR40WH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PWR50WH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PWR5WH,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRB1PWRPW,"Standalone — no extra item — not on LEDSone, Electricalsone listing"
PHRG1AGRGB,"Not listed on Shopify"
PHRG1GDRYB,"Combined with Yellow Brass Ceiling Rose Hook Plate (CRFF108YB) — not on LEDSone, Vintagelite listing"
PHRH1PBRCO,"Not listed on Shopify"
